sentence,word,label
Mujhe lagta hai this internship is actually teaching me a lot,lot,ENG
"Kal raat neend hi nahi aayi, kept thinking about the interview",Kal,URD
"Kal raat neend hi nahi aayi, kept thinking about the interview",raat,URD
"Kal raat neend hi nahi aayi, kept thinking about the interview",neend,URD
"Kal raat neend hi nahi aayi, kept thinking about the interview",hi,URD
"Kal raat neend hi nahi aayi, kept thinking about the interview",nahi,URD
"Kal raat neend hi nahi aayi, kept thinking about the interview","aayi,",URD
"Kal raat neend hi nahi aayi, kept thinking about the interview",kept,ENG
"Kal raat neend hi nahi aayi, kept thinking about the interview",thinking,URD
"Kal raat neend hi nahi aayi, kept thinking about the interview",about,ENG
"Kal raat neend hi nahi aayi, kept thinking about the interview",the,ENG
"Kal raat neend hi nahi aayi, kept thinking about the interview",interview,ENG
"Bas thoda sa aur kaam baaki hai, almost done",Bas,URD
"Bas thoda sa aur kaam baaki hai, almost done",thoda,URD
"Bas thoda sa aur kaam baaki hai, almost done",sa,URD
"Bas thoda sa aur kaam baaki hai, almost done",aur,URD
"Bas thoda sa aur kaam baaki hai, almost done",kaam,URD
"Bas thoda sa aur kaam baaki hai, almost done",baaki,URD
"Bas thoda sa aur kaam baaki hai, almost done","hai,",URD
"Bas thoda sa aur kaam baaki hai, almost done",almost,ENG
"Bas thoda sa aur kaam baaki hai, almost done",done,ENG
"She was literally crying, itni emotional ho gayi thi",She,ENG
"She was literally crying, itni emotional ho gayi thi",was,ENG
"She was literally crying, itni emotional ho gayi thi",literally,ENG
"She was literally crying, itni emotional ho gayi thi","crying,",ENG
"She was literally crying, itni emotional ho gayi thi",itni,URD
"She was literally crying, itni emotional ho gayi thi",emotional,ENG
"She was literally crying, itni emotional ho gayi thi",ho,URD
"She was literally crying, itni emotional ho gayi thi",gayi,URD
"She was literally crying, itni emotional ho gayi thi",thi,URD
"Abhi tak reply nahi aaya unka, getting kinda worried now",Abhi,URD
"Abhi tak reply nahi aaya unka, getting kinda worried now",tak,URD
"Abhi tak reply nahi aaya unka, getting kinda worried now",reply,ENG
"Abhi tak reply nahi aaya unka, getting kinda worried now",nahi,URD
"Abhi tak reply nahi aaya unka, getting kinda worried now",aaya,URD
"Abhi tak reply nahi aaya unka, getting kinda worried now","unka,",URD
"Abhi tak reply nahi aaya unka, getting kinda worried now",getting,ENG
"Abhi tak reply nahi aaya unka, getting kinda worried now",kinda,ENG
"Abhi tak reply nahi aaya unka, getting kinda worried now",worried,ENG
"Abhi tak reply nahi aaya unka, getting kinda worried now",now,ENG
"Mujhe pata tha ye hoga, I told you so",Mujhe,URD
"Mujhe pata tha ye hoga, I told you so",pata,URD
"Mujhe pata tha ye hoga, I told you so",tha,URD
"Mujhe pata tha ye hoga, I told you so",ye,URD
"Mujhe pata tha ye hoga, I told you so","hoga,",URD
"Mujhe pata tha ye hoga, I told you so",I,ENG
"Mujhe pata tha ye hoga, I told you so",told,ENG
"Mujhe pata tha ye hoga, I told you so",you,ENG
"Mujhe pata tha ye hoga, I told you so",so,ENG
"Chai pi lo pehle, then we'll talk about the project",Chai,URD
"Chai pi lo pehle, then we'll talk about the project",pi,URD
"Chai pi lo pehle, then we'll talk about the project",lo,URD
"Chai pi lo pehle, then we'll talk about the project","pehle,",URD
"Chai pi lo pehle, then we'll talk about the project",then,ENG
"Chai pi lo pehle, then we'll talk about the project",we'll,ENG
"Chai pi lo pehle, then we'll talk about the project",talk,ENG
"Chai pi lo pehle, then we'll talk about the project",about,ENG
"Chai pi lo pehle, then we'll talk about the project",the,ENG
"Chai pi lo pehle, then we'll talk about the project",project,ENG
"Itna expensive hai ye phone, not worth it honestly",Itna,URD
"Itna expensive hai ye phone, not worth it honestly",expensive,ENG
"Itna expensive hai ye phone, not worth it honestly",hai,URD
"Itna expensive hai ye phone, not worth it honestly",ye,URD
"Itna expensive hai ye phone, not worth it honestly","phone,",ENG
"Itna expensive hai ye phone, not worth it honestly",not,ENG
"Itna expensive hai ye phone, not worth it honestly",worth,ENG
"Itna expensive hai ye phone, not worth it honestly",it,ENG
"Itna expensive hai ye phone, not worth it honestly",honestly,ENG
Kaam se free hoke I'll call you back,Kaam,URD
Kaam se free hoke I'll call you back,se,URD
Kaam se free hoke I'll call you back,free,ENG
Kaam se free hoke I'll call you back,hoke,URD
Kaam se free hoke I'll call you back,I'll,ENG
Kaam se free hoke I'll call you back,call,ENG
Kaam se free hoke I'll call you back,you,ENG
Kaam se free hoke I'll call you back,back,ENG
Sab kuch theek chal raha tha until this happened,Sab,URD
Sab kuch theek chal raha tha until this happened,kuch,URD
Sab kuch theek chal raha tha until this happened,theek,URD
Sab kuch theek chal raha tha until this happened,chal,URD
Sab kuch theek chal raha tha until this happened,raha,URD
Sab kuch theek chal raha tha until this happened,tha,URD
Sab kuch theek chal raha tha until this happened,until,ENG
Sab kuch theek chal raha tha until this happened,this,ENG
Sab kuch theek chal raha tha until this happened,happened,ENG
Mera dil nahi kar raha aaj kuch bhi karne ka,Mera,URD
Mera dil nahi kar raha aaj kuch bhi karne ka,dil,URD
Mera dil nahi kar raha aaj kuch bhi karne ka,nahi,URD
Mera dil nahi kar raha aaj kuch bhi karne ka,kar,URD
Mera dil nahi kar raha aaj kuch bhi karne ka,raha,URD
Mera dil nahi kar raha aaj kuch bhi karne ka,aaj,URD
Mera dil nahi kar raha aaj kuch bhi karne ka,kuch,URD
Mera dil nahi kar raha aaj kuch bhi karne ka,bhi,URD
Mera dil nahi kar raha aaj kuch bhi karne ka,karne,URD
Mera dil nahi kar raha aaj kuch bhi karne ka,ka,URD
"Yaar aaj bohot tired hoon, I just want to sleep",Yaar,URD
"Yaar aaj bohot tired hoon, I just want to sleep",aaj,URD
"Yaar aaj bohot tired hoon, I just want to sleep",bohot,URD
"Yaar aaj bohot tired hoon, I just want to sleep",tired,ENG
"Yaar aaj bohot tired hoon, I just want to sleep","hoon,",URD
"Yaar aaj bohot tired hoon, I just want to sleep",I,ENG
"Yaar aaj bohot tired hoon, I just want to sleep",just,ENG
"Yaar aaj bohot tired hoon, I just want to sleep",want,ENG
"Yaar aaj bohot tired hoon, I just want to sleep",to,ENG
"Yaar aaj bohot tired hoon, I just want to sleep",sleep,URD
Mujhe ye assignment complete karna hai before midnight,Mujhe,URD
Mujhe ye assignment complete karna hai before midnight,ye,URD
Mujhe ye assignment complete karna hai before midnight,assignment,ENG
Mujhe ye assignment complete karna hai before midnight,complete,ENG
Mujhe ye assignment complete karna hai before midnight,karna,URD
Mujhe ye assignment complete karna hai before midnight,hai,URD
Mujhe ye assignment complete karna hai before midnight,before,ENG
Mujhe ye assignment complete karna hai before midnight,midnight,URD
Bhai tumne presentation ready kar li ya abhi bhi working on it ho,Bhai,URD
Bhai tumne presentation ready kar li ya abhi bhi working on it ho,tumne,URD
Bhai tumne presentation ready kar li ya abhi bhi working on it ho,presentation,ENG
Bhai tumne presentation ready kar li ya abhi bhi working on it ho,ready,ENG
Bhai tumne presentation ready kar li ya abhi bhi working on it ho,kar,URD
Bhai tumne presentation ready kar li ya abhi bhi working on it ho,li,URD
Bhai tumne presentation ready kar li ya abhi bhi working on it ho,ya,URD
Bhai tumne presentation ready kar li ya abhi bhi working on it ho,abhi,URD
Bhai tumne presentation ready kar li ya abhi bhi working on it ho,bhi,URD
Bhai tumne presentation ready kar li ya abhi bhi working on it ho,working,ENG
Bhai tumne presentation ready kar li ya abhi bhi working on it ho,on,ENG
Bhai tumne presentation ready kar li ya abhi bhi working on it ho,it,ENG
Bhai tumne presentation ready kar li ya abhi bhi working on it ho,ho,URD
Aaj university mein bohot hectic day tha,Aaj,URD
Aaj university mein bohot hectic day tha,university,ENG
Aaj university mein bohot hectic day tha,mein,URD
Aaj university mein bohot hectic day tha,bohot,URD
Aaj university mein bohot hectic day tha,hectic,URD
Aaj university mein bohot hectic day tha,day,URD
Aaj university mein bohot hectic day tha,tha,URD
"Mera laptop hang ho raha hai, I don't know what's wrong",Mera,URD
"Mera laptop hang ho raha hai, I don't know what's wrong",laptop,ENG
"Mera laptop hang ho raha hai, I don't know what's wrong",hang,URD
"Mera laptop hang ho raha hai, I don't know what's wrong",ho,URD
"Mera laptop hang ho raha hai, I don't know what's wrong",raha,URD
"Mera laptop hang ho raha hai, I don't know what's wrong","hai,",URD
"Mera laptop hang ho raha hai, I don't know what's wrong",I,ENG
"Mera laptop hang ho raha hai, I don't know what's wrong",don't,ENG
"Mera laptop hang ho raha hai, I don't know what's wrong",know,ENG
"Mera laptop hang ho raha hai, I don't know what's wrong",what's,URD
"Mera laptop hang ho raha hai, I don't know what's wrong",wrong,ENG
Kal exam hai aur meri preparation bilkul nahi hui,Kal,URD
Kal exam hai aur meri preparation bilkul nahi hui,exam,ENG
Kal exam hai aur meri preparation bilkul nahi hui,hai,URD
Kal exam hai aur meri preparation bilkul nahi hui,aur,URD
Kal exam hai aur meri preparation bilkul nahi hui,meri,URD
Kal exam hai aur meri preparation bilkul nahi hui,preparation,URD
Kal exam hai aur meri preparation bilkul nahi hui,bilkul,URD
Kal exam hai aur meri preparation bilkul nahi hui,nahi,URD
Kal exam hai aur meri preparation bilkul nahi hui,hui,URD
Mujhe thoda break chahiye because my brain is exhausted,Mujhe,URD
Mujhe thoda break chahiye because my brain is exhausted,thoda,URD
Mujhe thoda break chahiye because my brain is exhausted,break,ENG
Mujhe thoda break chahiye because my brain is exhausted,chahiye,URD
Mujhe thoda break chahiye because my brain is exhausted,because,ENG
Mujhe thoda break chahiye because my brain is exhausted,my,ENG
Mujhe thoda break chahiye because my brain is exhausted,brain,URD
Mujhe thoda break chahiye because my brain is exhausted,is,ENG
Mujhe thoda break chahiye because my brain is exhausted,exhausted,URD
Yaar ye project actually kaafi interesting lag raha hai,Yaar,URD
Yaar ye project actually kaafi interesting lag raha hai,ye,URD
Yaar ye project actually kaafi interesting lag raha hai,project,ENG
Yaar ye project actually kaafi interesting lag raha hai,actually,ENG
Yaar ye project actually kaafi interesting lag raha hai,kaafi,URD
Yaar ye project actually kaafi interesting lag raha hai,interesting,URD
Yaar ye project actually kaafi interesting lag raha hai,lag,URD
Yaar ye project actually kaafi interesting lag raha hai,raha,URD
Yaar ye project actually kaafi interesting lag raha hai,hai,URD
"Main abhi ghar ja rahi hoon, I'll text you later",Main,URD
"Main abhi ghar ja rahi hoon, I'll text you later",abhi,URD
"Main abhi ghar ja rahi hoon, I'll text you later",ghar,URD
"Main abhi ghar ja rahi hoon, I'll text you later",ja,URD
"Main abhi ghar ja rahi hoon, I'll text you later",rahi,URD
"Main abhi ghar ja rahi hoon, I'll text you later","hoon,",URD
"Main abhi ghar ja rahi hoon, I'll text you later",I'll,ENG
"Main abhi ghar ja rahi hoon, I'll text you later",text,URD
"Main abhi ghar ja rahi hoon, I'll text you later",you,ENG
"Main abhi ghar ja rahi hoon, I'll text you later",later,ENG
Tum mujhe ye file send kar dena whenever you're free,Tum,URD
Tum mujhe ye file send kar dena whenever you're free,mujhe,URD
Tum mujhe ye file send kar dena whenever you're free,ye,URD
Tum mujhe ye file send kar dena whenever you're free,file,ENG
Tum mujhe ye file send kar dena whenever you're free,send,ENG
Tum mujhe ye file send kar dena whenever you're free,kar,URD
Tum mujhe ye file send kar dena whenever you're free,dena,URD
Tum mujhe ye file send kar dena whenever you're free,whenever,URD
Tum mujhe ye file send kar dena whenever you're free,you're,ENG
Tum mujhe ye file send kar dena whenever you're free,free,ENG
Bhai seriously mujhe samajh nahi aa raha what to do,Bhai,URD
Bhai seriously mujhe samajh nahi aa raha what to do,seriously,ENG
Bhai seriously mujhe samajh nahi aa raha what to do,mujhe,URD
Bhai seriously mujhe samajh nahi aa raha what to do,samajh,URD
Bhai seriously mujhe samajh nahi aa raha what to do,nahi,URD
Bhai seriously mujhe samajh nahi aa raha what to do,aa,URD
Bhai seriously mujhe samajh nahi aa raha what to do,raha,URD
Bhai seriously mujhe samajh nahi aa raha what to do,what,ENG
Bhai seriously mujhe samajh nahi aa raha what to do,to,ENG
Bhai seriously mujhe samajh nahi aa raha what to do,do,ENG
"Aaj weather itna acha hai, let's go somewhere",Aaj,URD
"Aaj weather itna acha hai, let's go somewhere",weather,ENG
"Aaj weather itna acha hai, let's go somewhere",itna,URD
"Aaj weather itna acha hai, let's go somewhere",acha,URD
"Aaj weather itna acha hai, let's go somewhere","hai,",URD
"Aaj weather itna acha hai, let's go somewhere",let's,URD
"Aaj weather itna acha hai, let's go somewhere",go,ENG
"Aaj weather itna acha hai, let's go somewhere",somewhere,ENG
"Mera internet phir se slow ho gaya, this is so annoying",Mera,URD
"Mera internet phir se slow ho gaya, this is so annoying",internet,ENG
"Mera internet phir se slow ho gaya, this is so annoying",phir,URD
"Mera internet phir se slow ho gaya, this is so annoying",se,URD
"Mera internet phir se slow ho gaya, this is so annoying",slow,URD
"Mera internet phir se slow ho gaya, this is so annoying",ho,URD
"Mera internet phir se slow ho gaya, this is so annoying","gaya,",URD
"Mera internet phir se slow ho gaya, this is so annoying",this,ENG
"Mera internet phir se slow ho gaya, this is so annoying",is,ENG
"Mera internet phir se slow ho gaya, this is so annoying",so,ENG
"Mera internet phir se slow ho gaya, this is so annoying",annoying,URD
Kal ka plan confirm hai ya should I make other plans,Kal,URD
Kal ka plan confirm hai ya should I make other plans,ka,URD
Kal ka plan confirm hai ya should I make other plans,plan,ENG
Kal ka plan confirm hai ya should I make other plans,confirm,URD
Kal ka plan confirm hai ya should I make other plans,hai,URD
Kal ka plan confirm hai ya should I make other plans,ya,URD
Kal ka plan confirm hai ya should I make other plans,should,ENG
Kal ka plan confirm hai ya should I make other plans,I,ENG
Kal ka plan confirm hai ya should I make other plans,make,ENG
Kal ka plan confirm hai ya should I make other plans,other,URD
Kal ka plan confirm hai ya should I make other plans,plans,ENG
Mujhe coffee chahiye warna I won't be able to study,Mujhe,URD
Mujhe coffee chahiye warna I won't be able to study,coffee,URD
Mujhe coffee chahiye warna I won't be able to study,chahiye,URD
Mujhe coffee chahiye warna I won't be able to study,warna,URD
Mujhe coffee chahiye warna I won't be able to study,I,ENG
Mujhe coffee chahiye warna I won't be able to study,won't,ENG
Mujhe coffee chahiye warna I won't be able to study,be,ENG
Mujhe coffee chahiye warna I won't be able to study,able,URD
Mujhe coffee chahiye warna I won't be able to study,to,ENG
Mujhe coffee chahiye warna I won't be able to study,study,ENG
Yaar usne message dekha but still didn't reply,Yaar,URD
Yaar usne message dekha but still didn't reply,usne,URD
Yaar usne message dekha but still didn't reply,message,ENG
Yaar usne message dekha but still didn't reply,dekha,URD
Yaar usne message dekha but still didn't reply,but,ENG
Yaar usne message dekha but still didn't reply,still,ENG
Yaar usne message dekha but still didn't reply,didn't,ENG
Yaar usne message dekha but still didn't reply,reply,ENG
"Main ye kaam abhi finish karungi, then I'll take a break",Main,URD
"Main ye kaam abhi finish karungi, then I'll take a break",ye,URD
"Main ye kaam abhi finish karungi, then I'll take a break",kaam,URD
"Main ye kaam abhi finish karungi, then I'll take a break",abhi,URD
"Main ye kaam abhi finish karungi, then I'll take a break",finish,ENG
"Main ye kaam abhi finish karungi, then I'll take a break","karungi,",URD
"Main ye kaam abhi finish karungi, then I'll take a break",then,ENG
"Main ye kaam abhi finish karungi, then I'll take a break",I'll,ENG
"Main ye kaam abhi finish karungi, then I'll take a break",take,ENG
"Main ye kaam abhi finish karungi, then I'll take a break",a,ENG
"Main ye kaam abhi finish karungi, then I'll take a break",break,ENG
Bhai tumhara idea actually makes a lot of sense,Bhai,URD
Bhai tumhara idea actually makes a lot of sense,tumhara,URD
Bhai tumhara idea actually makes a lot of sense,idea,ENG
Bhai tumhara idea actually makes a lot of sense,actually,ENG
Bhai tumhara idea actually makes a lot of sense,makes,URD
Bhai tumhara idea actually makes a lot of sense,a,ENG
Bhai tumhara idea actually makes a lot of sense,lot,ENG
Bhai tumhara idea actually makes a lot of sense,of,ENG
Bhai tumhara idea actually makes a lot of sense,sense,URD
Mujhe lagta hai we should start working on it today,Mujhe,URD
Mujhe lagta hai we should start working on it today,lagta,URD
Mujhe lagta hai we should start working on it today,hai,URD
Mujhe lagta hai we should start working on it today,we,ENG
Mujhe lagta hai we should start working on it today,should,ENG
Mujhe lagta hai we should start working on it today,start,ENG
Mujhe lagta hai we should start working on it today,working,ENG
Mujhe lagta hai we should start working on it today,on,ENG
Mujhe lagta hai we should start working on it today,it,ENG
Mujhe lagta hai we should start working on it today,today,URD
Yaar mujhe lagta hai aaj ka task complete ho jayega if I stay focused,Yaar,URD
Yaar mujhe lagta hai aaj ka task complete ho jayega if I stay focused,mujhe,URD
Yaar mujhe lagta hai aaj ka task complete ho jayega if I stay focused,lagta,URD
Yaar mujhe lagta hai aaj ka task complete ho jayega if I stay focused,hai,URD
Yaar mujhe lagta hai aaj ka task complete ho jayega if I stay focused,aaj,URD
Yaar mujhe lagta hai aaj ka task complete ho jayega if I stay focused,ka,URD
Yaar mujhe lagta hai aaj ka task complete ho jayega if I stay focused,task,ENG
Yaar mujhe lagta hai aaj ka task complete ho jayega if I stay focused,complete,ENG
Yaar mujhe lagta hai aaj ka task complete ho jayega if I stay focused,ho,URD
Yaar mujhe lagta hai aaj ka task complete ho jayega if I stay focused,jayega,URD
Yaar mujhe lagta hai aaj ka task complete ho jayega if I stay focused,if,ENG
Yaar mujhe lagta hai aaj ka task complete ho jayega if I stay focused,I,ENG
Yaar mujhe lagta hai aaj ka task complete ho jayega if I stay focused,stay,ENG
Yaar mujhe lagta hai aaj ka task complete ho jayega if I stay focused,focused,ENG
Bhai tumne assignment ka final version check kiya ya nahi,Bhai,URD
Bhai tumne assignment ka final version check kiya ya nahi,tumne,URD
Bhai tumne assignment ka final version check kiya ya nahi,assignment,ENG
Bhai tumne assignment ka final version check kiya ya nahi,ka,URD
Bhai tumne assignment ka final version check kiya ya nahi,final,ENG
Bhai tumne assignment ka final version check kiya ya nahi,version,ENG
Bhai tumne assignment ka final version check kiya ya nahi,check,ENG
Bhai tumne assignment ka final version check kiya ya nahi,kiya,URD
Bhai tumne assignment ka final version check kiya ya nahi,ya,URD
Bhai tumne assignment ka final version check kiya ya nahi,nahi,URD
"Main abhi thori busy hoon, I'll message you when I'm done",Main,URD
"Main abhi thori busy hoon, I'll message you when I'm done",abhi,URD
"Main abhi thori busy hoon, I'll message you when I'm done",thori,URD
"Main abhi thori busy hoon, I'll message you when I'm done",busy,ENG
"Main abhi thori busy hoon, I'll message you when I'm done","hoon,",URD
"Main abhi thori busy hoon, I'll message you when I'm done",I'll,ENG
"Main abhi thori busy hoon, I'll message you when I'm done",message,ENG
"Main abhi thori busy hoon, I'll message you when I'm done",you,ENG
"Main abhi thori busy hoon, I'll message you when I'm done",when,ENG
"Main abhi thori busy hoon, I'll message you when I'm done",I'm,ENG
"Main abhi thori busy hoon, I'll message you when I'm done",done,ENG
Mujhe ye website ka interface kaafi clean lag raha hai,Mujhe,URD
Mujhe ye website ka interface kaafi clean lag raha hai,ye,URD
Mujhe ye website ka interface kaafi clean lag raha hai,website,ENG
Mujhe ye website ka interface kaafi clean lag raha hai,ka,URD
Mujhe ye website ka interface kaafi clean lag raha hai,interface,ENG
Mujhe ye website ka interface kaafi clean lag raha hai,kaafi,URD
Mujhe ye website ka interface kaafi clean lag raha hai,clean,ENG
Mujhe ye website ka interface kaafi clean lag raha hai,lag,URD
Mujhe ye website ka interface kaafi clean lag raha hai,raha,URD
Mujhe ye website ka interface kaafi clean lag raha hai,hai,URD
"Yaar kal ka lecture miss mat karna, it's actually important",Yaar,URD
"Yaar kal ka lecture miss mat karna, it's actually important",kal,URD
"Yaar kal ka lecture miss mat karna, it's actually important",ka,URD
"Yaar kal ka lecture miss mat karna, it's actually important",lecture,ENG
"Yaar kal ka lecture miss mat karna, it's actually important",miss,URD
"Yaar kal ka lecture miss mat karna, it's actually important",mat,URD
"Yaar kal ka lecture miss mat karna, it's actually important","karna,",URD
"Yaar kal ka lecture miss mat karna, it's actually important",it's,ENG
"Yaar kal ka lecture miss mat karna, it's actually important",actually,ENG
"Yaar kal ka lecture miss mat karna, it's actually important",important,ENG
"Bhai meri presentation almost ready hai, bas thori editing baaki hai",Bhai,URD
"Bhai meri presentation almost ready hai, bas thori editing baaki hai",meri,URD
"Bhai meri presentation almost ready hai, bas thori editing baaki hai",presentation,ENG
"Bhai meri presentation almost ready hai, bas thori editing baaki hai",almost,ENG
"Bhai meri presentation almost ready hai, bas thori editing baaki hai",ready,ENG
"Bhai meri presentation almost ready hai, bas thori editing baaki hai","hai,",URD
"Bhai meri presentation almost ready hai, bas thori editing baaki hai",bas,URD
"Bhai meri presentation almost ready hai, bas thori editing baaki hai",thori,URD
"Bhai meri presentation almost ready hai, bas thori editing baaki hai",editing,ENG
"Bhai meri presentation almost ready hai, bas thori editing baaki hai",baaki,URD
"Bhai meri presentation almost ready hai, bas thori editing baaki hai",hai,URD
Main pehle ye work finish karungi then I'll watch something,Main,URD
Main pehle ye work finish karungi then I'll watch something,pehle,URD
Main pehle ye work finish karungi then I'll watch something,ye,URD
Main pehle ye work finish karungi then I'll watch something,work,ENG
Main pehle ye work finish karungi then I'll watch something,finish,ENG
Main pehle ye work finish karungi then I'll watch something,karungi,URD
Main pehle ye work finish karungi then I'll watch something,then,ENG
Main pehle ye work finish karungi then I'll watch something,I'll,ENG
Main pehle ye work finish karungi then I'll watch something,watch,ENG
Main pehle ye work finish karungi then I'll watch something,something,ENG
Mujhe samajh aa gaya what you were trying to explain,Mujhe,URD
Mujhe samajh aa gaya what you were trying to explain,samajh,URD
Mujhe samajh aa gaya what you were trying to explain,aa,URD
Mujhe samajh aa gaya what you were trying to explain,gaya,URD
Mujhe samajh aa gaya what you were trying to explain,what,ENG
Mujhe samajh aa gaya what you were trying to explain,you,ENG
Mujhe samajh aa gaya what you were trying to explain,were,ENG
Mujhe samajh aa gaya what you were trying to explain,trying,ENG
Mujhe samajh aa gaya what you were trying to explain,to,ENG
Mujhe samajh aa gaya what you were trying to explain,explain,URD
Yaar aaj university se wapas aate hue bohot traffic tha,Yaar,URD
Yaar aaj university se wapas aate hue bohot traffic tha,aaj,URD
Yaar aaj university se wapas aate hue bohot traffic tha,university,ENG
Yaar aaj university se wapas aate hue bohot traffic tha,se,URD
Yaar aaj university se wapas aate hue bohot traffic tha,wapas,URD
Yaar aaj university se wapas aate hue bohot traffic tha,aate,URD
Yaar aaj university se wapas aate hue bohot traffic tha,hue,URD
Yaar aaj university se wapas aate hue bohot traffic tha,bohot,URD
Yaar aaj university se wapas aate hue bohot traffic tha,traffic,ENG
Yaar aaj university se wapas aate hue bohot traffic tha,tha,URD
Bhai ye deadline extend ho jaye to it would be much easierAaj mera mood nahi hai for unnecessary drama,Bhai,URD
Bhai ye deadline extend ho jaye to it would be much easierAaj mera mood nahi hai for unnecessary drama,ye,URD
Bhai ye deadline extend ho jaye to it would be much easierAaj mera mood nahi hai for unnecessary drama,deadline,ENG
Bhai ye deadline extend ho jaye to it would be much easierAaj mera mood nahi hai for unnecessary drama,extend,URD
Bhai ye deadline extend ho jaye to it would be much easierAaj mera mood nahi hai for unnecessary drama,ho,URD
Bhai ye deadline extend ho jaye to it would be much easierAaj mera mood nahi hai for unnecessary drama,jaye,URD
Bhai ye deadline extend ho jaye to it would be much easierAaj mera mood nahi hai for unnecessary drama,to,ENG
Bhai ye deadline extend ho jaye to it would be much easierAaj mera mood nahi hai for unnecessary drama,it,ENG
Bhai ye deadline extend ho jaye to it would be much easierAaj mera mood nahi hai for unnecessary drama,would,ENG
Bhai ye deadline extend ho jaye to it would be much easierAaj mera mood nahi hai for unnecessary drama,be,ENG
Bhai ye deadline extend ho jaye to it would be much easierAaj mera mood nahi hai for unnecessary drama,much,ENG
Bhai ye deadline extend ho jaye to it would be much easierAaj mera mood nahi hai for unnecessary drama,easierAaj,URD
Bhai ye deadline extend ho jaye to it would be much easierAaj mera mood nahi hai for unnecessary drama,mera,URD
Bhai ye deadline extend ho jaye to it would be much easierAaj mera mood nahi hai for unnecessary drama,mood,URD
Bhai ye deadline extend ho jaye to it would be much easierAaj mera mood nahi hai for unnecessary drama,nahi,URD
Bhai ye deadline extend ho jaye to it would be much easierAaj mera mood nahi hai for unnecessary drama,hai,URD
Bhai ye deadline extend ho jaye to it would be much easierAaj mera mood nahi hai for unnecessary drama,for,ENG
Bhai ye deadline extend ho jaye to it would be much easierAaj mera mood nahi hai for unnecessary drama,unnecessary,URD
Bhai ye deadline extend ho jaye to it would be much easierAaj mera mood nahi hai for unnecessary drama,drama,URD
"Tum pehle khana kha lo, then we can discuss the project",Tum,URD
"Tum pehle khana kha lo, then we can discuss the project",pehle,URD
"Tum pehle khana kha lo, then we can discuss the project",khana,URD
"Tum pehle khana kha lo, then we can discuss the project",kha,URD
"Tum pehle khana kha lo, then we can discuss the project","lo,",URD
"Tum pehle khana kha lo, then we can discuss the project",then,ENG
"Tum pehle khana kha lo, then we can discuss the project",we,ENG
"Tum pehle khana kha lo, then we can discuss the project",can,ENG
"Tum pehle khana kha lo, then we can discuss the project",discuss,URD
"Tum pehle khana kha lo, then we can discuss the project",the,ENG
"Tum pehle khana kha lo, then we can discuss the project",project,ENG
"Yaar meri battery almost dead hai, charger hai tumhare paas",Yaar,URD
"Yaar meri battery almost dead hai, charger hai tumhare paas",meri,URD
"Yaar meri battery almost dead hai, charger hai tumhare paas",battery,URD
"Yaar meri battery almost dead hai, charger hai tumhare paas",almost,ENG
"Yaar meri battery almost dead hai, charger hai tumhare paas",dead,URD
"Yaar meri battery almost dead hai, charger hai tumhare paas","hai,",URD
"Yaar meri battery almost dead hai, charger hai tumhare paas",charger,URD
"Yaar meri battery almost dead hai, charger hai tumhare paas",hai,URD
"Yaar meri battery almost dead hai, charger hai tumhare paas",tumhare,URD
"Yaar meri battery almost dead hai, charger hai tumhare paas",paas,URD
Maine usko call kiya but she didn't pick up,Maine,URD
Maine usko call kiya but she didn't pick up,usko,URD
Maine usko call kiya but she didn't pick up,call,ENG
Maine usko call kiya but she didn't pick up,kiya,URD
Maine usko call kiya but she didn't pick up,but,ENG
Maine usko call kiya but she didn't pick up,she,ENG
Maine usko call kiya but she didn't pick up,didn't,ENG
Maine usko call kiya but she didn't pick up,pick,URD
Maine usko call kiya but she didn't pick up,up,URD
"Bhai ye lecture bohot boring tha, I almost fell asleep",Bhai,URD
"Bhai ye lecture bohot boring tha, I almost fell asleep",ye,URD
"Bhai ye lecture bohot boring tha, I almost fell asleep",lecture,ENG
"Bhai ye lecture bohot boring tha, I almost fell asleep",bohot,URD
"Bhai ye lecture bohot boring tha, I almost fell asleep",boring,ENG
"Bhai ye lecture bohot boring tha, I almost fell asleep","tha,",URD
"Bhai ye lecture bohot boring tha, I almost fell asleep",I,ENG
"Bhai ye lecture bohot boring tha, I almost fell asleep",almost,ENG
"Bhai ye lecture bohot boring tha, I almost fell asleep",fell,URD
"Bhai ye lecture bohot boring tha, I almost fell asleep",asleep,URD
Mujhe kal subah jaldi uthna hai for university,Mujhe,URD
Mujhe kal subah jaldi uthna hai for university,kal,URD
Mujhe kal subah jaldi uthna hai for university,subah,URD
Mujhe kal subah jaldi uthna hai for university,jaldi,URD
Mujhe kal subah jaldi uthna hai for university,uthna,URD
Mujhe kal subah jaldi uthna hai for university,hai,URD
Mujhe kal subah jaldi uthna hai for university,for,ENG
Mujhe kal subah jaldi uthna hai for university,university,ENG
"Aaj ka sara kaam complete ho gaya, finally I can relax",Aaj,URD
"Aaj ka sara kaam complete ho gaya, finally I can relax",ka,URD
"Aaj ka sara kaam complete ho gaya, finally I can relax",sara,URD
"Aaj ka sara kaam complete ho gaya, finally I can relax",kaam,URD
"Aaj ka sara kaam complete ho gaya, finally I can relax",complete,ENG
"Aaj ka sara kaam complete ho gaya, finally I can relax",ho,URD
